"filename", "language", "Python", "JavaScript", "Markdown", "JSON", "PostCSS", "HTML", "PowerShell", "comment", "blank", "total"
"d:\code\AI\J-Agents\workflow_code\scripts\bin\workflow_history_admin.py", "Python", 8, 0, 0, 0, 0, 0, 0, 1, 7, 16
"d:\code\AI\J-Agents\workflow_code\scripts\bin\workflow_web_server.py", "Python", 11, 0, 0, 0, 0, 0, 0, 1, 8, 20
"d:\code\AI\J-Agents\workflow_code\scripts\deploy_workflow_env.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 339, 0, 34, 373
"d:\code\AI\J-Agents\workflow_code\scripts\dev\launch_workflow.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 106, 0, 11, 117
"d:\code\AI\J-Agents\workflow_code\scripts\dev\start_workflow_web.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 9, 0, 2, 11
"d:\code\AI\J-Agents\workflow_code\scripts\dev\workflow_web_client.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 3, 2, 8
"d:\code\AI\J-Agents\workflow_code\scripts\launch_workflow.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 117, 0, 12, 129
"d:\code\AI\J-Agents\workflow_code\scripts\manage_codex_memory.py", "Python", 241, 0, 0, 0, 0, 0, 0, 0, 65, 306
"d:\code\AI\J-Agents\workflow_code\scripts\manage_developer_workspace.py", "Python", 6, 0, 0, 0, 0, 0, 0, 1, 4, 11
"d:\code\AI\J-Agents\workflow_code\scripts\quality\check-module-readme-contract.py", "Python", 92, 0, 0, 0, 0, 0, 0, 2, 21, 115
"d:\code\AI\J-Agents\workflow_code\scripts\quality\check-prototype-text.py", "Python", 75, 0, 0, 0, 0, 0, 0, 2, 17, 94
"d:\code\AI\J-Agents\workflow_code\scripts\quality\check_crud_gate.py", "Python", 97, 0, 0, 0, 0, 0, 0, 1, 14, 112
"d:\code\AI\J-Agents\workflow_code\scripts\quality\check_layout_overflow.py", "Python", 235, 0, 0, 0, 0, 0, 0, 1, 27, 263
"d:\code\AI\J-Agents\workflow_code\scripts\quality\check_workspace_line_budget.py", "Python", 440, 0, 0, 0, 0, 0, 0, 2, 59, 501
"d:\code\AI\J-Agents\workflow_code\scripts\start_workflow_env.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 630, 0, 50, 680
"d:\code\AI\J-Agents\workflow_code\scripts\workflow_entry_cli.py", "Python", 6, 0, 0, 0, 0, 0, 0, 1, 4, 11
"d:\code\AI\J-Agents\workflow_code\scripts\workflow_env_common.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 849, 0, 95, 944
"d:\code\AI\J-Agents\workflow_code\scripts\workflow_web_server.py", "Python", 6, 0, 0, 0, 0, 0, 0, 1, 4, 11
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\README.md", "Markdown", 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 2, 3
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\developer_workspace_cli.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 14, 79
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\entry\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\entry\workflow_entry_cli.py", "Python", 584, 0, 0, 0, 0, 0, 0, 3, 96, 683
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\entry\workflow_entry_summary_ops.py", "Python", 155, 0, 0, 0, 0, 0, 0, 1, 16, 172
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\entry\workflow_entry_training_ops.py", "Python", 333, 0, 0, 0, 0, 0, 0, 0, 18, 351
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\history\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\history\workflow_history_admin.py", "Python", 291, 0, 0, 0, 0, 0, 0, 1, 40, 332
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\module_parts.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\runtime\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\runtime\agent_runtime.py", "Python", 108, 0, 0, 0, 0, 0, 0, 8, 22, 138
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\runtime\task_agent_runner.py", "Python", 506, 0, 0, 0, 0, 0, 0, 1, 69, 576
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\runtime\training_center_runtime.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\runtime\training_center_runtime_parts\manifest.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\runtime\training_center_runtime_parts\portrait_extraction.py", "Python", 254, 0, 0, 0, 0, 0, 0, 6, 26, 286
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\runtime\training_center_runtime_parts\runtime_core.py", "Python", 656, 0, 0, 0, 0, 0, 0, 2, 88, 746
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\README.md", "Markdown", 0, 0, 52, 0, 0, 0, 0, 0, 11, 63
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\README.md", "Markdown", 0, 0, 54, 0, 0, 0, 0, 0, 11, 65
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\assignments.py", "Python", 519, 0, 0, 0, 0, 0, 0, 0, 49, 568
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\chat.py", "Python", 83, 0, 0, 0, 0, 0, 0, 0, 8, 91
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\config.py", "Python", 132, 0, 0, 0, 0, 0, 0, 0, 13, 145
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\dashboard.py", "Python", 73, 0, 0, 0, 0, 0, 0, 0, 8, 81
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\defects.py", "Python", 219, 0, 0, 0, 0, 0, 0, 0, 27, 246
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy.py", "Python", 3, 0, 0, 0, 0, 0, 0, 1, 3, 7
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_admin_handlers.py", "Python", 3, 0, 0, 0, 0, 0, 0, 1, 2, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_chat_handlers.py", "Python", 512, 0, 0, 0, 0, 0, 0, 2, 6, 520
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_post_route_registry.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 11, 44
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_route_handlers.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 6, 16
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_config_handlers.py", "Python", 77, 0, 0, 0, 0, 0, 0, 0, 16, 93
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_crud_handlers.py", "Python", 300, 0, 0, 0, 0, 0, 0, 0, 4, 304
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_handlers.py", "Python", 67, 0, 0, 0, 0, 0, 0, 2, 11, 80
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_policy_handlers.py", "Python", 278, 0, 0, 0, 0, 0, 0, 0, 20, 298
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_queue_handlers.py", "Python", 358, 0, 0, 0, 0, 0, 0, 0, 24, 382
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_reconcile_handlers.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 4, 51
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_session_handlers.py", "Python", 162, 0, 0, 0, 0, 0, 0, 0, 21, 183
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_training_handlers.py", "Python", 186, 0, 0, 0, 0, 0, 0, 0, 37, 223
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\legacy_task_workflow_handlers.py", "Python", 95, 0, 0, 0, 0, 0, 0, 0, 19, 114
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\policy.py", "Python", 34, 0, 0, 0, 0, 0, 0, 1, 11, 46
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\router.py", "Python", 84, 0, 0, 0, 0, 0, 0, 2, 20, 106
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\runtime_upgrade.py", "Python", 110, 0, 0, 0, 0, 0, 0, 0, 10, 120
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\schedules.py", "Python", 128, 0, 0, 0, 0, 0, 0, 0, 23, 151
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\api\training.py", "Python", 712, 0, 0, 0, 0, 0, 0, 0, 51, 763
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\bootstrap\README.md", "Markdown", 0, 0, 50, 0, 0, 0, 0, 0, 11, 61
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\bootstrap\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 2, 3
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\bootstrap\web_server_runtime.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\bootstrap\web_server_runtime_parts\event_persistence_and_flags.py", "Python", 845, 0, 0, 0, 0, 0, 0, 5, 104, 954
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\bootstrap\web_server_runtime_parts\manifest.json", "JSON", 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\bootstrap\web_server_runtime_parts\runtime_paths_and_config.py", "Python", 766, 0, 0, 0, 0, 0, 0, 1, 139, 906
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\bootstrap\web_server_runtime_parts\task_artifact_paths.py", "Python", 276, 0, 0, 0, 0, 0, 0, 0, 38, 314
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\infra\README.md", "Markdown", 0, 0, 50, 0, 0, 0, 0, 0, 11, 61
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\infra\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\infra\audit_runtime.py", "Python", 615, 0, 0, 0, 0, 0, 0, 0, 80, 695
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\infra\db\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\infra\db\connection.py", "Python", 13, 0, 0, 0, 0, 0, 0, 1, 5, 19
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\infra\db\migrations.py", "Python", 455, 0, 0, 0, 0, 0, 0, 102, 8, 565
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\README.md", "Markdown", 0, 0, 47, 0, 0, 0, 0, 0, 11, 58
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\pages.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 8, 35
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index.html", "HTML", 0, 0, 0, 0, 0, 1137, 0, 0, 31, 1168
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_css_manifest.json", "JSON", 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_defect_center.css", "PostCSS", 0, 0, 0, 0, 701, 0, 0, 0, 115, 816
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_release_review.css", "PostCSS", 0, 0, 0, 0, 732, 0, 0, 1, 123, 856
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_runtime_upgrade_banner.css", "PostCSS", 0, 0, 0, 0, 335, 0, 0, 0, 53, 388
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_schedule_center.css", "PostCSS", 0, 0, 0, 0, 83, 0, 0, 0, 1, 84
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_startup_overlay.css", "PostCSS", 0, 0, 0, 0, 217, 0, 0, 0, 35, 252
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_training_center_cards.css", "PostCSS", 0, 0, 0, 0, 735, 0, 0, 1, 115, 851
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_training_center_layout.css", "PostCSS", 0, 0, 0, 0, 917, 0, 0, 1, 130, 1048
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_training_center_role_creation.css", "PostCSS", 0, 0, 0, 0, 1040, 0, 0, 0, 166, 1206
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_training_loop_dialog_shell.css", "PostCSS", 0, 0, 0, 0, 620, 0, 0, 0, 103, 723
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_training_loop_overview.css", "PostCSS", 0, 0, 0, 0, 991, 0, 0, 2, 187, 1180
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\presentation\templates\index_training_loop_panels.css", "PostCSS", 0, 0, 0, 0, 823, 0, 0, 1, 132, 956
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\README.md", "Markdown", 0, 0, 58, 0, 0, 0, 0, 0, 11, 69
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\agent_discovery_service.py", "Python", 592, 0, 0, 0, 0, 0, 0, 18, 26, 636
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\assignment_core.py", "Python", 828, 0, 0, 0, 0, 0, 0, 174, 122, 1124
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\execution_store_and_test_graph.py", "Python", 633, 0, 0, 0, 0, 0, 0, 77, 20, 730
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\global_graph_singleton_runtime.py", "Python", 174, 0, 0, 0, 0, 0, 0, 0, 25, 199
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\graph_model_and_payloads.py", "Python", 898, 0, 0, 0, 0, 0, 0, 15, 57, 970
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\graph_queries_and_preparation.py", "Python", 823, 0, 0, 0, 0, 0, 0, 24, 23, 870
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\manifest.json", "JSON", 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\node_lifecycle_actions.py", "Python", 503, 0, 0, 0, 0, 0, 0, 60, 15, 578
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\running_state_reconciliation.py", "Python", 173, 0, 0, 0, 0, 0, 0, 39, 10, 222
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\scheduler_and_execution_runtime.py", "Python", 864, 0, 0, 0, 0, 0, 0, 57, 22, 943
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\task_artifact_store_actions.py", "Python", 1180, 0, 0, 0, 0, 0, 0, 0, 23, 1203
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\task_artifact_store_core.py", "Python", 1085, 0, 0, 0, 0, 0, 0, 0, 151, 1236
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\task_artifact_store_execution.py", "Python", 465, 0, 0, 0, 0, 0, 0, 0, 10, 475
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\task_artifact_store_queries.py", "Python", 1117, 0, 0, 0, 0, 0, 0, 0, 72, 1189
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\task_artifact_store_run_runtime.py", "Python", 998, 0, 0, 0, 0, 0, 0, 0, 40, 1038
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\task_artifact_store_runtime_metrics.py", "Python", 172, 0, 0, 0, 0, 0, 0, 13, 7, 192
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\task_artifact_store_test_bootstrap.py", "Python", 203, 0, 0, 0, 0, 0, 0, 0, 5, 208
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\assignment_service_parts\workspace_state_and_metrics.py", "Python", 870, 0, 0, 0, 0, 0, 0, 96, 98, 1064
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\chat_session_runtime.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\chat_session_runtime_parts\manifest.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\chat_session_runtime_parts\session_message_store.py", "Python", 396, 0, 0, 0, 0, 0, 0, 0, 54, 450
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\chat_session_runtime_parts\session_policy_tasks.py", "Python", 161, 0, 0, 0, 0, 0, 0, 0, 14, 175
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\codex_exec_monitor.py", "Python", 186, 0, 0, 0, 0, 0, 0, 1, 19, 206
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\codex_failure_contract.py", "Python", 353, 0, 0, 0, 0, 0, 0, 0, 40, 393
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\defect_service.py", "Python", 538, 0, 0, 0, 0, 0, 0, 672, 85, 1295
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\defect_service_prejudge.py", "Python", 91, 0, 0, 0, 0, 0, 0, 0, 17, 108
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\defect_service_record_commands.py", "Python", 350, 0, 0, 0, 0, 0, 0, 7, 15, 372
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\defect_service_task_commands.py", "Python", 1101, 0, 0, 0, 0, 0, 0, 17, 66, 1184
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\developer_workspace_service.py", "Python", 626, 0, 0, 0, 0, 0, 0, 0, 73, 699
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_analysis.py", "Python", 375, 0, 0, 0, 0, 0, 0, 7, 38, 420
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_contract_runtime.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_contract_runtime_parts\manifest.json", "JSON", 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_contract_runtime_parts\markdown_contract_parser.py", "Python", 429, 0, 0, 0, 0, 0, 0, 0, 53, 482
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_contract_runtime_parts\policy_contract_analysis.py", "Python", 536, 0, 0, 0, 0, 0, 0, 6, 41, 583
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_fallback_service.py", "Python", 755, 0, 0, 0, 0, 0, 0, 0, 52, 807
"d:\code\AI\J-Agents\workflow_code\src\workflow_app\server\services\policy_session_runtime.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
